"filename" "tajima_d" "missing_data" "missing_type" "vcf_source" "max_pi_vcftools"
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.22.vcf.gz.Tajima.D" 0.291921 0.22 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.22.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.23.vcf.gz.Tajima.D" 0.304759 0.23 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.23.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.24.vcf.gz.Tajima.D" 0.294198 0.24 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.24.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.25.vcf.gz.Tajima.D" 0.310286 0.25 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.25.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.26.vcf.gz.Tajima.D" 0.324872 0.26 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.26.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.27.vcf.gz.Tajima.D" 0.316647 0.27 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.27.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.28.vcf.gz.Tajima.D" 0.33153 0.28 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.28.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.29.vcf.gz.Tajima.D" 0.379708 0.29 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.29.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.3.vcf.gz.Tajima.D" 0.397805 0.3 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.3.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.31.vcf.gz.Tajima.D" 0.405148 0.31 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.31.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.32.vcf.gz.Tajima.D" 0.402691 0.32 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.32.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.33.vcf.gz.Tajima.D" 0.42289 0.33 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.33.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.34.vcf.gz.Tajima.D" 0.404105 0.34 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.34.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.35.vcf.gz.Tajima.D" 0.424682 0.35 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.35.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.36.vcf.gz.Tajima.D" 0.451354 0.36 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.36.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.37.vcf.gz.Tajima.D" 0.459359 0.37 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.37.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.38.vcf.gz.Tajima.D" 0.413021 0.38 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.38.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.39.vcf.gz.Tajima.D" 0.46236 0.39 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.39.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.4.vcf.gz.Tajima.D" 0.483048 0.4 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.4.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.41.vcf.gz.Tajima.D" 0.540091 0.41 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.41.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.42.vcf.gz.Tajima.D" 0.479133 0.42 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.42.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.43.vcf.gz.Tajima.D" 0.530143 0.43 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.43.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.44.vcf.gz.Tajima.D" 0.502471 0.44 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.44.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.45.vcf.gz.Tajima.D" 0.501968 0.45 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.45.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.46.vcf.gz.Tajima.D" 0.537093 0.46 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.46.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.47.vcf.gz.Tajima.D" 0.543452 0.47 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.47.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.48.vcf.gz.Tajima.D" 0.613292 0.48 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.48.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.49.vcf.gz.Tajima.D" 0.543904 0.49 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.49.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.5.vcf.gz.Tajima.D" 0.576035 0.5 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.5.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.51.vcf.gz.Tajima.D" 0.53663 0.51 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.51.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.52.vcf.gz.Tajima.D" 0.634546 0.52 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.52.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.53.vcf.gz.Tajima.D" 0.652064 0.53 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.53.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.54.vcf.gz.Tajima.D" 0.669881 0.54 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.54.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.55.vcf.gz.Tajima.D" 0.650538 0.55 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.55.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.56.vcf.gz.Tajima.D" 0.668681 0.56 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.56.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.57.vcf.gz.Tajima.D" 0.719978 0.57 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.57.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.58.vcf.gz.Tajima.D" 0.689891 0.58 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.58.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.59.vcf.gz.Tajima.D" 0.770069 0.59 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.59.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.6.vcf.gz.Tajima.D" 0.831064 0.6 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.6.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.61.vcf.gz.Tajima.D" 0.765383 0.61 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.61.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.62.vcf.gz.Tajima.D" 0.799163 0.62 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.62.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.63.vcf.gz.Tajima.D" 0.7487 0.63 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.63.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.64.vcf.gz.Tajima.D" 0.84289 0.64 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.64.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.65.vcf.gz.Tajima.D" 0.800247 0.65 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.65.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.66.vcf.gz.Tajima.D" 0.935336 0.66 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.66.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.67.vcf.gz.Tajima.D" 0.8674 0.67 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.67.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.68.vcf.gz.Tajima.D" 0.94995 0.68 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.68.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.69.vcf.gz.Tajima.D" 0.957967 0.69 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.69.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.7.vcf.gz.Tajima.D" 0.999573 0.7 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.7.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.71.vcf.gz.Tajima.D" 1.01238 0.71 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.71.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.72.vcf.gz.Tajima.D" 0.99067 0.72 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.72.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.73.vcf.gz.Tajima.D" 1.14013 0.73 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.73.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.74.vcf.gz.Tajima.D" 1.1294 0.74 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.74.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.75.vcf.gz.Tajima.D" 1.1839 0.75 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.75.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.76.vcf.gz.Tajima.D" 1.14755 0.76 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.76.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.77.vcf.gz.Tajima.D" 1.27327 0.77 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.77.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.78.vcf.gz.Tajima.D" 1.23389 0.78 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.78.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.79.vcf.gz.Tajima.D" 1.30676 0.79 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.79.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.8.vcf.gz.Tajima.D" 1.33729 0.8 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.8.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.81.vcf.gz.Tajima.D" 1.38976 0.81 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.81.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.82.vcf.gz.Tajima.D" 1.48706 0.82 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.82.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.83.vcf.gz.Tajima.D" 1.55243 0.83 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.83.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.84.vcf.gz.Tajima.D" 1.55777 0.84 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.84.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.85.vcf.gz.Tajima.D" 1.5832 0.85 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.85.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.86.vcf.gz.Tajima.D" 1.70182 0.86 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.86.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.87.vcf.gz.Tajima.D" 1.85731 0.87 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.87.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.88.vcf.gz.Tajima.D" 2.05455 0.88 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.88.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.89.vcf.gz.Tajima.D" 2.18052 0.89 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.89.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.9.vcf.gz.Tajima.D" 2.16528 0.9 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.9.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.91.vcf.gz.Tajima.D" 2.34159 0.91 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.91.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.92.vcf.gz.Tajima.D" 2.4847 0.92 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.92.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.93.vcf.gz.Tajima.D" 2.83659 0.93 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.93.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.94.vcf.gz.Tajima.D" 2.95692 0.94 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.94.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.95.vcf.gz.Tajima.D" 3.21406 0.95 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.95.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.96.vcf.gz.Tajima.D" 3.39274 0.96 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.96.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.97.vcf.gz.Tajima.D" 3.79537 0.97 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.97.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.98.vcf.gz.Tajima.D" 4.21641 0.98 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.98.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.99.vcf.gz.Tajima.D" 4.6917 0.99 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_92_invar_missing_genos=0.99.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_93_invar_missing_genos=0.01.vcf.gz.Tajima.D" -0.122665 0.01 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_93_invar_missing_genos=0.01.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_93_invar_missing_genos=0.02.vcf.gz.Tajima.D" -0.115527 0.02 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_93_invar_missing_genos=0.02.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_93_invar_missing_genos=0.03.vcf.gz.Tajima.D" -0.116001 0.03 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_93_invar_missing_genos=0.03.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_93_invar_missing_genos=0.04.vcf.gz.Tajima.D" -0.104146 0.04 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_93_invar_missing_genos=0.04.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_93_invar_missing_genos=0.05.vcf.gz.Tajima.D" -0.100422 0.05 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_93_invar_missing_genos=0.05.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_93_invar_missing_genos=0.06.vcf.gz.Tajima.D" -0.103414 0.06 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_93_invar_missing_genos=0.06.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_93_invar_missing_genos=0.07.vcf.gz.Tajima.D" -0.105141 0.07 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_93_invar_missing_genos=0.07.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_93_invar_missing_genos=0.08.vcf.gz.Tajima.D" -0.0872157 0.08 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_93_invar_missing_genos=0.08.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_93_invar_missing_genos=0.09.vcf.gz.Tajima.D" -0.0777066 0.09 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_93_invar_missing_genos=0.09.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_93_invar_missing_genos=0.1.vcf.gz.Tajima.D" -0.071078 0.1 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_93_invar_missing_genos=0.1.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_93_invar_missing_genos=0.11.vcf.gz.Tajima.D" -0.0790256 0.11 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_93_invar_missing_genos=0.11.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_93_invar_missing_genos=0.12.vcf.gz.Tajima.D" -0.0587321 0.12 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_93_invar_missing_genos=0.12.vcf.gz" NA
"data/missing_genos/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_93_invar_missing_genos=0.13.vcf.gz.Tajima.D" -0.055019 0.13 "genotypes" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_93_invar_missing_genos=0.13.vcf.gz" NA
